time,angle,pwm
0.001,24.17,-255.00
0.002,24.17,132.42
0.002,24.17,132.51
0.002,24.26,93.48
0.002,24.26,128.73
0.003,24.17,167.94
0.003,24.26,93.75
0.003,24.26,129.00
0.003,24.35,89.96
0.003,24.35,125.21
0.004,24.44,86.17
0.004,24.44,121.41
0.004,24.52,82.36
0.004,24.61,78.48
0.004,24.61,113.71
0.005,24.70,74.66
0.005,24.79,70.76
0.005,24.88,66.86
0.006,24.88,102.08
0.006,24.96,63.02
0.006,24.96,98.23
0.006,25.05,59.16
0.007,25.14,55.25
0.007,25.14,90.45
0.007,25.23,51.37
0.007,25.32,-52.55
0.007,25.32,82.65
0.008,25.40,-56.44
0.008,25.40,78.75
0.008,25.49,-60.34
0.008,25.49,74.85
0.008,25.49,74.87
0.009,25.49,74.90
0.009,25.49,74.92
0.009,25.49,74.95
0.009,25.49,74.97
0.010,25.49,75.00
0.010,25.49,75.02
0.010,25.49,75.05
0.010,25.49,75.07
0.010,25.49,75.10
0.011,25.49,75.13
0.011,25.49,75.15
0.011,25.49,75.18
0.011,25.40,114.32
0.012,25.40,79.19
0.012,25.40,79.22
0.012,25.40,79.25
0.012,25.32,118.40
0.013,25.32,83.28
0.013,25.32,83.31
0.013,25.32,83.34
0.014,25.23,122.50
0.014,25.23,87.38
0.015,25.14,126.53
0.016,25.14,91.42
0.016,25.14,91.46
0.016,25.05,130.62
0.016,25.05,95.51
0.016,25.05,95.56
0.017,25.05,95.61
0.017,24.96,134.77
0.017,24.96,99.67
0.018,24.96,99.72
0.018,24.96,99.77
0.018,24.88,138.94
0.018,24.88,103.84
0.018,24.88,103.89
0.019,24.88,103.95
0.019,24.88,104.01
0.019,24.88,104.06
0.019,24.88,104.12
0.020,24.79,143.29
0.020,24.79,108.19
0.020,24.79,108.26
0.020,24.79,108.32
0.020,24.79,108.38
0.021,24.79,108.44
0.021,24.79,108.50
0.021,24.70,147.68
0.022,24.70,112.58
0.022,24.79,73.53
0.022,24.70,147.87
0.022,24.70,112.77
0.022,24.70,112.84
0.023,24.70,112.90
0.023,24.70,112.97
0.023,24.79,73.91
0.023,24.70,148.25
0.024,24.70,113.16
0.024,24.70,113.22
0.024,24.70,113.29
0.024,24.70,113.35
0.025,24.70,113.42
0.025,24.70,113.48
0.025,24.70,113.55
0.025,24.70,113.61
0.025,24.70,113.68
0.026,24.79,74.62
0.026,24.79,109.85
0.026,24.79,109.91
0.026,24.79,109.97
0.027,24.79,110.03
0.027,24.70,149.21
0.027,24.79,74.99
0.027,24.79,110.21
0.027,24.79,110.27
0.028,24.79,110.33
0.028,24.79,110.40
0.028,24.79,110.46
0.028,24.79,110.52
0.028,24.79,110.58
0.029,24.79,110.64
0.029,24.79,110.70
0.029,24.79,110.76
0.029,24.79,110.82
0.029,24.79,110.88
0.030,24.88,71.82
0.030,24.88,107.04
0.030,24.88,107.09
0.030,24.88,107.15
0.031,24.88,107.21
0.031,24.88,107.26
0.031,24.88,107.32
0.031,24.88,107.37
0.031,24.88,107.43
0.032,24.88,107.49
0.032,24.88,107.54
0.032,24.96,68.48
0.032,24.96,103.69
0.032,24.96,103.74
0.033,24.96,103.79
0.033,24.96,103.85
0.033,24.96,103.90
0.033,24.96,103.95
0.034,24.96,104.00
0.034,24.96,104.05
0.034,24.96,104.11
0.034,25.05,65.04
0.034,25.05,100.24
0.035,25.05,100.29
0.035,25.05,100.34
0.035,25.05,100.39
0.035,25.05,100.43
0.035,25.05,100.48
0.036,25.05,100.53
0.036,24.96,139.70
0.036,25.05,65.47
0.036,24.96,139.80
0.037,24.96,104.69
0.037,25.05,65.62
0.037,24.96,139.95
0.037,24.96,104.84
0.037,24.96,104.89
0.038,24.96,104.94
0.038,24.96,104.99
0.038,24.96,105.05
0.038,24.96,105.10
0.038,24.96,105.15
0.039,24.96,105.20
0.039,24.96,105.25
0.039,24.96,105.31
0.039,24.96,105.36
0.040,24.96,105.41
0.040,24.96,105.46
0.040,24.96,105.51
0.040,24.96,105.56
0.040,24.96,105.62
0.041,24.96,105.67
0.041,24.96,105.72
0.041,24.96,105.77
0.041,24.96,105.82
0.041,24.96,105.88
0.042,24.96,105.93
0.042,24.96,105.98
0.042,24.96,106.03
0.042,24.96,106.08
0.043,24.96,106.13
0.043,24.96,106.19
0.043,24.96,106.24
0.043,24.96,106.29
0.043,24.96,106.34
0.044,24.96,106.39
0.044,24.96,106.45
0.044,24.96,106.50
0.044,24.88,145.67
0.044,24.88,110.57
0.045,24.88,110.62
0.045,24.88,110.68
0.045,24.88,110.73
0.045,24.79,149.91
0.046,24.79,114.81
0.046,24.79,114.87
0.046,24.70,154.05
0.046,24.70,118.96
0.046,24.61,158.14
0.047,24.61,123.05
0.047,24.61,123.12
0.047,24.52,162.31
0.047,24.52,127.22
0.047,24.44,166.42
0.048,24.44,131.34
0.048,24.44,131.41
0.048,24.35,170.61
0.048,24.35,135.53
0.049,24.35,135.62
0.049,24.35,135.70
0.049,24.26,174.90
0.051,24.26,139.83
0.056,24.26,139.92
0.061,24.26,140.00
0.066,24.17,179.21
0.071,24.17,144.14
0.076,24.17,144.23
0.081,24.17,144.32
0.086,24.17,144.42
0.091,24.17,144.51
0.096,24.17,144.60
0.101,24.17,144.69
0.106,24.17,144.78
0.111,24.08,183.99
0.116,24.08,148.93
0.121,24.08,149.02
0.126,24.08,149.12
0.130,24.17,110.10
0.136,24.08,184.47
0.141,24.17,110.28
0.146,24.08,184.65
0.150,24.08,149.59
0.156,24.08,149.69
0.160,24.08,149.78
0.166,24.00,189.00
0.171,24.00,153.94
0.176,24.00,154.04
0.181,23.91,193.26
0.186,23.91,158.20
0.191,23.91,158.31
0.196,23.91,158.41
0.201,23.82,197.63
0.206,23.82,162.58
0.211,23.73,201.81
0.216,23.73,166.77
0.221,23.73,166.88
0.226,23.73,166.99
0.231,23.73,167.11
0.236,23.73,167.22
0.241,23.73,167.33
0.246,23.73,167.45
0.251,23.73,167.56
0.256,23.73,167.67
0.261,23.73,167.79
0.266,23.82,128.78
0.271,23.82,164.05
0.276,23.82,164.16
0.281,23.82,164.27
0.286,23.91,125.26
0.291,23.91,160.52
0.296,23.91,160.62
0.301,24.00,121.61
0.305,24.00,156.87
0.311,24.00,156.97
0.316,24.00,157.07
0.321,24.08,118.05
0.326,24.08,153.31
0.331,24.08,153.40
0.336,24.08,153.50
0.341,24.08,153.59
0.346,24.17,114.57
0.351,24.17,149.82
0.356,24.17,149.91
0.361,24.17,150.00
0.366,24.17,150.09
0.371,24.17,150.19
0.376,24.26,111.16
0.381,24.26,146.40
0.386,24.26,146.49
0.391,24.26,146.58
0.396,24.26,146.67
0.401,24.35,107.63
0.406,24.35,142.88
0.411,24.35,142.96
0.416,24.44,103.92
0.421,24.44,139.16
0.426,24.52,100.12
0.431,24.52,135.35
0.436,24.61,96.30
0.441,24.70,92.41
0.446,24.70,127.64
0.451,24.70,127.70
0.456,24.79,88.65
0.461,24.88,84.75
0.466,24.88,119.97
0.471,24.88,120.02
0.476,24.88,120.08
0.481,24.88,120.13
0.486,24.96,81.07
0.491,24.96,116.28
0.496,25.05,77.21
0.501,25.05,112.42
0.506,25.05,112.47
0.511,25.05,112.52
0.516,25.05,112.56
0.521,25.05,112.61
0.526,25.14,73.54
0.531,25.14,108.74
0.536,25.14,108.79
0.541,25.14,108.83
0.546,25.14,108.87
0.551,25.14,108.91
0.556,25.23,69.84
0.561,25.23,105.04
0.566,25.32,65.96
0.571,25.32,101.15
0.576,25.32,101.18
0.581,25.40,62.10
0.586,25.40,97.29
0.591,25.49,58.20
0.596,25.49,93.38
0.601,25.58,54.29
0.606,25.58,89.47
0.611,25.58,89.49
0.616,25.67,50.39
0.621,25.67,85.57
0.626,25.67,85.59
0.631,25.75,-53.52
0.636,25.75,81.65
0.641,25.75,81.67
0.646,25.84,-57.44
0.651,25.84,77.73
0.656,25.75,116.85
0.661,25.75,81.71
0.666,25.75,81.72
0.671,25.75,81.73
0.676,25.67,120.86
0.681,25.67,85.72
0.686,25.67,85.74
0.691,25.58,124.87
0.696,25.67,50.61
0.701,25.58,124.91
0.706,25.58,89.77
0.711,25.58,89.79
0.716,25.58,89.81
0.721,25.58,89.84
0.726,25.58,89.86
0.730,25.58,89.88
0.735,25.58,89.90
0.740,25.58,89.92
0.746,25.67,50.82
0.751,25.67,86.00
0.756,25.67,86.01
0.761,25.67,86.03
0.766,25.67,86.05
0.771,25.67,86.06
0.776,25.67,86.08
0.781,25.67,86.10
0.786,25.67,86.11
0.791,25.67,86.13
0.796,25.58,125.27
0.801,25.58,90.13
0.806,25.58,90.15
0.811,25.58,90.17
0.816,25.58,90.19
0.821,25.58,90.21
0.826,25.49,129.35
0.831,25.49,94.22
0.836,25.49,94.24
0.841,25.40,133.39
0.846,25.40,98.26
0.851,25.40,98.29
0.856,25.40,98.32
0.861,25.40,98.35
0.866,25.40,98.38
0.874,25.32,137.53
0.875,25.32,102.40
0.881,25.32,102.44
0.886,25.32,102.47
0.891,25.32,102.51
0.896,25.32,102.54
0.901,25.32,102.57
0.906,25.32,102.61
0.911,25.32,102.64
0.916,25.32,102.68
0.921,25.32,102.71
0.926,25.32,102.75
0.931,25.32,102.78
0.936,25.32,102.81
0.941,25.32,102.85
0.946,25.40,63.76
0.951,25.40,98.95
0.956,25.40,98.98
0.961,25.40,99.01
0.966,25.32,138.16
0.971,25.32,103.04
0.976,25.32,103.07
0.981,25.32,103.10
0.986,25.32,103.14
0.991,25.32,103.17
0.996,25.23,142.33
1.001,25.23,107.21
1.005,25.23,107.24
1.011,25.23,107.28
1.015,25.23,107.32
1.021,25.23,107.36
1.025,25.14,146.52
1.031,25.14,111.40
1.035,25.14,111.44
1.040,25.14,111.49
1.046,25.14,111.53
1.051,25.14,111.57
1.056,25.14,111.62
1.061,25.14,111.66
1.066,25.23,72.58
1.071,25.23,107.78
1.076,25.23,107.82
1.081,25.23,107.86
1.086,25.32,68.78
1.090,25.32,103.97
1.095,25.32,104.01
1.100,25.32,104.04
1.106,25.32,104.07
1.110,25.40,64.99
1.115,25.40,100.18
1.121,25.40,100.21
1.126,25.40,100.24
1.131,25.40,100.27
1.136,25.40,100.30
1.141,25.32,139.45
1.146,25.32,104.32
1.151,25.32,104.36
1.156,25.32,104.39
1.161,25.32,104.42
1.166,25.32,104.46
1.171,25.32,104.49
1.176,25.32,104.53
1.181,25.40,65.44
1.186,25.40,100.63
1.191,25.40,100.66
1.196,25.49,61.57
1.201,25.49,96.76
1.206,25.49,96.78
1.211,25.58,57.69
1.216,25.58,92.87
1.221,25.58,92.89
1.226,25.67,53.79
1.231,25.75,-50.15
1.236,25.75,85.02
1.241,25.84,-54.09
1.246,25.93,-58.04
1.250,25.93,77.12
1.255,25.93,77.13
1.260,25.93,77.13
1.265,25.93,77.13
1.271,25.93,77.14
1.275,25.93,77.14
1.280,25.93,77.15
1.286,25.93,77.15
1.291,25.93,77.15
1.295,25.93,77.16
1.300,25.93,77.16
1.305,25.93,77.16
1.310,25.93,77.17
1.316,25.93,77.17
1.321,25.93,77.17
1.325,25.93,77.18
1.330,25.84,116.30
1.336,25.84,81.15
1.341,25.84,81.16
1.346,25.84,81.16
1.351,25.84,81.17
1.356,25.75,120.30
1.361,25.75,85.15
1.366,25.75,85.16
1.371,25.75,85.18
1.376,25.75,85.19
1.381,25.75,85.20
1.386,25.75,85.21
1.391,25.75,85.22
1.396,25.75,85.24
1.401,25.75,85.25
1.406,25.84,-53.86
1.411,25.84,81.31
1.416,25.84,81.32
1.421,25.84,81.33
1.426,25.84,81.33
1.431,25.84,81.34
1.436,25.84,81.35
1.441,25.93,-57.76
1.446,25.93,77.40
1.451,25.93,77.40
1.456,25.93,77.41
1.461,25.93,77.41
1.466,25.93,77.41
1.471,25.93,77.42
1.476,25.93,77.42
1.481,25.93,77.42
1.486,25.93,77.43
1.491,25.93,77.43
1.496,25.93,77.44
1.501,25.93,77.44
1.506,26.02,-61.68
1.511,26.02,73.48
1.516,26.02,73.48
1.521,26.02,73.48
1.526,26.02,73.48
1.531,26.02,73.48
1.536,26.02,73.48
1.541,25.93,112.60
1.546,26.02,-61.68
1.551,25.93,112.60
1.556,25.93,77.44
1.561,25.93,77.45
1.566,25.93,77.45
1.571,26.02,-61.67
1.576,26.02,73.49
1.581,26.02,73.49
1.586,26.02,73.49
1.591,26.02,73.49
1.596,26.02,73.49
1.601,26.02,73.49
1.606,25.93,112.61
1.611,25.93,77.45
1.616,26.02,-61.67
1.621,25.93,112.61
1.626,25.93,77.46
1.631,25.93,77.46
1.636,25.93,77.46
1.641,25.93,77.47
1.646,25.93,77.47
1.651,25.93,77.47
1.657,25.93,77.48
1.661,25.84,116.60
1.666,25.84,81.45
1.671,25.84,81.46
1.676,25.75,120.58
1.681,25.75,85.44
1.686,25.67,124.57
1.691,25.67,89.42
1.696,25.67,89.44
1.701,25.67,89.46
1.706,25.58,128.59
1.711,25.58,93.45
1.716,25.58,93.48
1.721,25.58,93.50
1.726,25.58,93.52
1.731,25.58,93.54
1.736,25.58,93.56
1.741,25.49,132.70
1.747,25.49,97.57
1.751,25.49,97.59
1.756,25.49,97.62
1.761,25.49,97.64
1.766,25.49,97.67
1.771,25.49,97.69
1.776,25.49,97.72
1.781,25.58,58.62
1.786,25.58,93.81
1.791,25.58,93.83
1.796,25.58,93.85
1.801,25.58,93.87
1.806,25.58,93.89
1.811,25.58,93.91
1.816,25.58,93.93
1.821,25.58,93.95
1.826,25.58,93.97
1.831,25.67,54.88
1.836,25.67,90.05
1.841,25.67,90.07
1.846,25.58,129.21
1.851,25.67,54.95
1.856,25.58,129.24
1.861,25.58,94.10
1.866,25.58,94.13
1.871,25.58,94.15
1.876,25.58,94.17
1.881,25.58,94.19
1.886,25.58,94.21
1.891,25.58,94.23
1.896,25.58,94.25
1.901,25.58,94.27
1.906,25.58,94.29
1.911,25.58,94.31
1.916,25.58,94.34
1.921,25.58,94.36
1.926,25.58,94.38
1.931,25.58,94.40
1.936,25.58,94.42
1.941,25.58,94.44
1.946,25.49,133.58
1.951,25.49,98.45
1.956,25.49,98.47
1.961,25.40,137.62
1.966,25.40,102.49
1.971,25.32,141.64
1.976,25.23,145.63
1.981,25.23,110.51
1.986,25.23,110.55
1.991,25.14,149.71
1.996,25.05,153.71
2.001,25.05,118.60
2.006,24.96,157.77
2.011,24.88,161.78
2.016,24.88,126.67
2.021,24.88,126.73
2.026,24.79,165.91
2.031,24.79,130.81
2.036,24.70,169.99
2.041,24.70,134.89
2.046,24.61,174.08
2.051,24.61,138.99
2.056,24.52,178.18
2.061,24.52,143.09
2.066,24.44,182.28
2.071,24.44,147.20
2.076,24.35,186.40
2.081,24.35,151.32
2.086,24.26,190.52
2.091,24.26,155.45
2.096,24.26,155.54
2.101,24.17,194.75
2.106,24.17,159.68
2.111,24.17,159.77
2.116,24.17,159.86
2.121,24.17,159.95
2.126,24.17,160.04
2.131,24.17,160.13
2.136,24.17,160.22
2.141,24.17,160.32
2.146,24.17,160.41
2.151,24.26,121.38
2.156,24.26,156.63
2.161,24.26,156.71
2.166,24.26,156.80
2.171,24.35,117.77
2.176,24.35,153.01
2.181,24.35,153.09
2.186,24.35,153.17
2.191,24.35,153.26
2.196,24.35,153.34
2.201,24.35,153.42
2.206,24.35,153.51
2.211,24.35,153.59
2.216,24.35,153.67
2.221,24.35,153.75
2.226,24.44,114.72
2.231,24.44,149.95
2.236,24.44,150.03
2.241,24.44,150.11
2.246,24.44,150.19
2.251,24.44,150.27
2.256,24.44,150.34
2.261,24.44,150.42
2.266,24.44,150.50
2.271,24.52,111.46
2.276,24.52,146.69
2.281,24.52,146.77
2.286,24.61,107.72
2.291,24.61,142.95
2.295,24.70,103.90
2.300,24.70,139.12
2.305,24.79,100.07
2.310,24.79,135.29
2.315,24.88,96.23
2.321,24.88,131.45
2.326,24.88,131.50
2.331,24.88,131.56
2.336,24.96,92.50
2.341,24.96,127.71
2.346,25.05,88.64
2.351,25.05,123.85
2.356,25.14,84.77
2.361,25.14,119.98
2.366,25.14,120.02
2.371,25.14,120.06
2.376,25.14,120.11
2.381,25.23,81.03
2.386,25.14,155.35
2.391,25.23,81.11
2.396,25.14,155.43
2.401,25.23,81.19
2.406,25.23,116.39
2.411,25.23,116.43
2.416,25.23,116.47
2.421,25.23,116.51
2.426,25.23,116.55
2.431,25.32,77.47
2.436,25.32,112.66
2.441,25.40,73.57
2.446,25.40,108.76
2.451,25.40,108.79
2.456,25.49,69.70
2.461,25.58,65.77
2.466,25.67,61.83
2.471,25.75,57.89
2.476,25.93,-85.18
2.481,26.02,-53.98
2.486,26.19,-97.06
2.491,26.28,-65.87
2.496,26.46,-108.96
2.501,26.55,-77.78
2.506,26.63,-81.77
2.511,26.72,-85.76
2.516,26.72,-50.64
2.521,26.81,-89.79
2.526,26.81,-54.68
2.531,26.81,-54.72
2.535,26.90,-93.88
2.541,26.81,80.36
2.545,26.90,-93.96
2.550,26.81,80.27
2.556,26.81,-54.93
2.561,26.72,84.15
2.566,26.72,-51.04
2.574,26.72,-51.08
2.576,26.72,-51.12
2.581,26.63,87.97
2.586,26.63,52.78
2.591,26.55,91.86
2.596,26.46,95.80
2.601,26.46,60.61
2.606,26.37,99.71
2.611,26.37,64.53
2.616,26.28,103.63
2.621,26.28,68.46
2.626,26.19,107.57
2.631,26.19,72.40
2.636,26.19,72.39
2.641,26.19,72.38
2.646,26.19,72.37
2.651,26.11,111.48
2.656,26.11,76.31
2.661,26.11,76.31
2.666,26.11,76.30
2.671,26.02,115.42
2.676,26.02,80.25
2.681,26.02,80.25
2.686,26.02,80.25
2.691,26.02,80.25
2.696,25.93,119.37
2.701,25.93,84.21
2.705,25.93,84.22
2.711,25.93,84.22
2.715,25.93,84.23
2.720,25.93,84.23
2.726,25.84,123.35
2.731,25.84,88.20
2.735,25.84,88.21
2.741,25.75,127.34
2.746,25.75,92.19
2.750,25.75,92.20
2.755,25.75,92.21
2.760,25.75,92.22
2.765,25.75,92.24
2.771,25.75,92.25
2.775,25.67,131.38
2.780,25.67,96.24
2.785,25.67,96.25
2.790,25.67,96.27
2.795,25.67,96.29
2.800,25.67,96.30
2.806,25.58,135.44
2.811,25.58,100.30
2.816,25.58,100.32
2.821,25.58,100.34
2.826,25.58,100.37
2.831,25.58,100.39
2.836,25.67,61.29
2.841,25.67,96.46
2.846,25.67,96.48
2.851,25.67,96.50
2.856,25.67,96.51
2.861,25.67,96.53
2.866,25.75,57.43
2.871,25.75,92.60
2.876,25.75,92.61
2.881,25.84,53.50
2.886,25.84,88.67
2.891,25.84,88.68
2.896,25.84,88.69
2.901,25.93,-50.42
2.906,25.93,84.74
2.911,26.02,-54.38
2.916,26.11,-58.34
2.921,26.19,-62.30
2.926,26.28,-66.27
2.931,26.19,107.99
2.936,26.28,-66.30
2.941,26.37,-70.27
2.946,26.46,-74.25
2.951,26.46,60.89
2.956,26.63,-117.37
2.961,26.63,52.91
2.966,26.72,-86.24
2.971,26.72,-51.11
2.976,26.81,-90.27
2.981,26.90,-94.27
2.986,26.90,-59.15
2.991,26.90,-59.20
2.996,26.90,-59.24
3.001,26.90,-59.29
3.006,26.90,-59.33
3.011,26.81,79.74
3.016,26.81,-55.46
3.021,26.81,-55.50
3.026,26.72,83.58
3.031,26.72,-51.62
3.036,26.72,-51.65
3.041,26.72,-51.69
3.046,26.63,87.39
3.051,26.63,52.20
3.056,26.55,91.29
3.061,26.55,56.10
3.066,26.46,95.20
3.071,26.37,99.13
3.076,26.37,63.96
3.081,26.28,103.06
3.086,26.28,67.88
3.091,26.28,67.87
3.096,26.28,67.85
3.101,26.19,106.96
3.106,26.19,71.79
3.111,26.19,71.78
3.116,26.19,71.77
3.121,26.11,110.88
3.126,26.11,75.72
3.131,26.11,75.71
3.136,26.11,75.71
3.141,26.11,75.70
3.146,26.11,75.69
3.151,26.11,75.69
3.156,26.11,75.68
3.161,26.02,114.80
3.166,26.02,79.64
3.171,26.02,79.64
3.176,26.02,79.64
3.181,26.02,79.63
3.187,26.11,-59.49
3.190,26.11,75.67
3.196,26.11,75.66
3.201,26.11,75.66
3.206,26.11,75.65
3.211,26.11,75.65
3.216,26.11,75.64
3.221,26.11,75.64
3.226,26.11,75.63
3.231,26.11,75.63
3.236,26.11,75.62
3.241,26.11,75.62
3.246,26.11,75.61
3.251,26.11,75.60
3.256,26.11,75.60
3.261,26.19,-63.53
3.266,26.19,71.62
3.271,26.19,71.61
3.276,26.19,71.61
3.281,26.19,71.60
3.286,26.19,71.59
3.291,26.19,71.58
3.296,26.19,71.57
3.301,26.19,71.56
3.306,26.19,71.55
3.311,26.19,71.54
3.316,26.19,71.53
3.321,26.19,71.52
3.326,26.19,71.51
3.331,26.19,71.50
3.336,26.19,71.49
3.341,26.19,71.48
3.346,26.19,71.47
3.351,26.19,71.46
3.356,26.19,71.45
3.361,26.19,71.44
3.366,26.19,71.43
3.371,26.19,71.42
3.376,26.28,-67.71
3.381,26.28,67.44
3.386,26.28,67.42
3.391,26.28,67.41
3.396,26.28,67.39
3.401,26.28,67.38
3.406,26.28,67.37
3.411,26.28,67.35
3.416,26.37,-71.78
3.421,26.46,-75.76
3.425,26.46,59.38
3.431,26.55,-79.77
3.435,26.63,-83.75
3.440,26.72,-87.74
3.446,26.72,-52.62
3.451,26.81,-91.78
3.456,26.90,-95.78
3.461,26.90,-60.66
3.466,26.90,-60.71
3.471,26.99,-99.87
3.476,26.99,-64.76
3.481,27.07,-103.93
3.486,27.07,-68.82
3.491,27.16,-108.00
3.496,27.16,-72.90
3.501,27.16,-72.95
3.506,27.16,-73.01
3.510,27.07,66.05
3.516,27.07,-69.16
3.521,27.07,-69.22
3.527,27.07,-69.27
3.531,27.07,-69.32
3.535,26.99,69.74
3.541,26.99,-65.47
3.545,26.90,73.60
3.551,26.90,-61.60
3.556,26.90,-61.65
3.561,26.81,77.43
3.566,26.72,81.35
3.571,26.72,-53.85
3.576,26.63,85.24
3.581,26.63,50.04
3.586,26.55,89.13
3.591,26.55,53.95
3.596,26.46,93.04
3.601,26.37,96.97
3.606,26.37,61.80
3.612,26.37,61.78
3.616,26.37,61.76
3.620,26.28,100.86
3.625,26.28,65.69
3.631,26.19,104.79
3.636,26.19,69.62
3.641,26.19,69.61
3.646,26.19,69.60
3.651,26.19,69.59
3.656,26.19,69.58
3.662,26.19,69.57
3.666,26.11,108.68
3.671,26.11,73.52
3.676,26.11,73.51
3.681,26.11,73.51
3.686,26.11,73.50
3.691,26.11,73.50
3.696,26.11,73.49
3.701,26.11,73.49
3.706,26.11,73.48
3.711,26.19,-65.64
3.716,26.19,69.51
3.721,26.19,69.50
3.726,26.19,69.49
3.731,26.19,69.48
3.736,26.19,69.47
3.741,26.19,69.46
3.746,26.19,69.45
3.751,26.19,69.44
3.756,26.19,69.43
3.761,26.19,69.42
3.766,26.19,69.41
3.771,26.19,69.40
3.776,26.19,69.39
3.781,26.19,69.38
3.786,26.28,-69.75
3.791,26.28,65.40
3.796,26.28,65.38
3.801,26.28,65.37
3.806,26.28,65.35
3.811,26.37,-73.78
3.816,26.37,61.36
3.821,26.37,61.34
3.826,26.37,61.33
3.830,26.37,61.31
3.836,26.37,61.29
3.841,26.37,61.27
3.846,26.37,61.25
3.850,26.37,61.23
3.856,26.37,61.21
3.861,26.37,61.20
3.866,26.46,-77.94
3.871,26.46,57.19
3.876,26.46,57.17
3.881,26.46,57.15
3.886,26.55,-81.99
3.891,26.55,53.14
3.896,26.55,53.11
3.901,26.55,53.08
3.906,26.55,53.06
3.911,26.55,53.03
3.916,26.55,53.00
3.921,26.63,-86.15
3.926,26.63,-51.02
3.931,26.63,-51.05
3.936,26.72,-90.20
3.941,26.72,-55.08
3.946,26.72,-55.11
3.951,26.72,-55.15
3.956,26.72,-55.18
3.961,26.72,-55.22
3.966,26.72,-55.26
3.971,26.63,83.83
3.976,26.63,-51.36
3.981,26.55,87.72
3.986,26.55,52.54
3.991,26.55,52.51
3.996,26.55,52.48
4.001,26.55,52.45
4.006,26.46,91.55
4.011,26.46,56.36
4.016,26.37,95.46
4.021,26.37,60.28
4.026,26.37,60.26
4.031,26.37,60.25
4.036,26.37,60.23
4.041,26.37,60.21
4.046,26.37,60.19
4.051,26.37,60.17
4.056,26.37,60.15
4.061,26.37,60.13
4.066,26.28,99.24
4.071,26.37,-75.06
4.075,26.28,99.20
4.080,26.28,64.03
4.086,26.28,64.02
4.091,26.28,64.00
4.096,26.37,-75.13
4.101,26.37,60.01
4.106,26.37,59.99
4.111,26.37,59.97
4.115,26.37,59.95
4.120,26.37,59.93
4.125,26.37,59.92
4.130,26.37,59.90
4.136,26.37,59.88
4.141,26.37,59.86
4.146,26.37,59.84
4.151,26.46,-79.30
4.156,26.46,55.84
4.161,26.46,55.82
4.166,26.46,55.80
4.171,26.46,55.77
4.176,26.46,55.75
4.181,26.46,55.73
4.186,26.46,55.70
4.191,26.55,-83.44
4.196,26.55,51.69
4.201,26.55,51.67
4.206,26.55,51.64
4.211,26.63,-87.51
4.216,26.72,-91.50
4.221,26.72,-56.38
4.226,26.81,-95.53
4.231,26.81,-60.41
4.236,26.90,-99.57
4.241,26.90,-64.46
4.246,26.99,-103.62
4.251,26.99,-68.51
4.256,27.07,-107.68
4.261,26.99,66.55
4.266,27.07,-107.78
4.271,27.07,-72.68
4.276,27.07,-72.73
4.281,26.99,66.34
4.286,26.99,-68.87
4.291,26.99,-68.92
4.296,26.99,-68.97
4.301,26.90,70.10
4.306,26.90,-65.11
4.311,26.90,-65.15
4.315,26.81,73.92
4.321,26.81,-61.28
4.325,26.72,77.80
4.331,26.72,-57.39
4.336,26.72,-57.43
4.340,26.63,81.65
4.346,26.63,-53.54
4.351,26.63,-53.57
4.356,26.55,85.52
4.361,26.55,50.33
4.366,26.46,89.42
4.371,26.46,54.24
4.376,26.37,93.34
4.381,26.37,58.16
4.386,26.37,58.14
4.391,26.37,58.12
4.396,26.37,58.10
4.401,26.37,58.09
4.407,26.37,58.07
4.411,26.37,58.05
4.416,26.28,97.15
4.421,26.28,61.98
4.426,26.37,-77.16
4.431,26.37,57.98
4.436,26.37,57.96
4.441,26.37,57.95
4.446,26.37,57.93
4.451,26.37,57.91
4.456,26.37,57.89
4.461,26.37,57.87
4.466,26.37,57.85
4.471,26.37,57.84
4.476,26.37,57.82
4.481,26.37,57.80
4.486,26.46,-81.34
4.491,26.46,53.80
4.496,26.46,53.77
4.501,26.46,53.75
4.506,26.55,-85.39
4.511,26.55,-50.26
4.516,26.55,-50.29
4.521,26.55,-50.31
4.526,26.55,-50.34
4.531,26.55,-50.37
4.536,26.55,-50.40
4.541,26.55,-50.42
4.546,26.46,88.67
4.551,26.46,53.49
4.556,26.46,53.46
4.561,26.37,92.56
4.566,26.37,57.38
4.571,26.37,57.36
4.576,26.28,96.47
4.581,26.37,-77.83
4.586,26.37,57.31
4.591,26.37,57.29
4.596,26.28,96.40
4.601,26.37,-77.90
4.606,26.28,96.36
4.611,26.28,61.19
4.616,26.28,61.18
4.621,26.28,61.16
4.626,26.37,-77.97
4.631,26.37,57.17
4.636,26.37,57.15
4.641,26.37,57.13
4.646,26.37,57.11
4.651,26.37,57.09
4.656,26.37,57.08
4.661,26.37,57.06
4.666,26.37,57.04
4.671,26.37,57.02
4.676,26.37,57.00
4.681,26.37,56.98
4.686,26.37,56.97
4.691,26.46,-82.17
4.696,26.46,52.96
4.701,26.46,52.94
4.706,26.46,52.92
4.711,26.55,-86.22
4.716,26.55,-51.09
4.720,26.55,-51.12
4.725,26.46,87.97
4.731,26.46,52.79
4.736,26.37,91.89
4.740,26.28,95.83
4.745,26.28,60.65
4.750,26.19,99.76
4.756,26.11,103.71
4.761,26.02,107.67
4.766,26.02,72.50
4.771,25.84,150.74
